Sample,Mineral,Pipe,Diamond_High,Craton,Na,Mg,Al,Si,Ca,Sc,Ti,Mn,Sr,Y,Zr,Ba,Nd,Eu,Gd,Tb,Dy,Ho,Er,Yb,Lu,Ta,Na_clr,Mg_clr,Al_clr,Si_clr,Ca_clr,Sc_clr,Ti_clr,Mn_clr,Sr_clr,Y_clr,Zr_clr,Ba_clr,Nd_clr,Eu_clr,Gd_clr,Tb_clr,Dy_clr,Ho_clr,Er_clr,Yb_clr,Lu_clr,Ta_clr,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
    Ap22B18,E,KOALA,yes,Slave,175.2135216,28440,72270,184800,29940,11.99,254.5,2000,0.154364193,7.29,5.1,0.054716748,1.33,0.71,0.98,0.17,1.17,0.28,0.82,0.99,0.11,0.01,2.733127316,7.822673846,8.755286347,9.6941514,7.87407262,0.051194931,3.106422798,5.168024422,-4.301318619,-0.446374492,-0.803637498,-5.338463478,-2.147699095,-2.775368347,-2.453080745,-4.20483488,-2.275874289,-3.705843714,-2.631328976,-2.442928374,-4.640152951,-7.038048224,0.024874379,0.162485837,0.101649515,-0.276787214,0.127543558,0.055283779,-0.028866423,-0.141868957,0.057506993,0.100600571,-0.012523538,0.086464403,-0.042638121,-0.015172012,0.062547551,-0.023872181,-0.00724591,0.006783936,0.015744324,0.002024932,0.005466278,-3.30E-17
    Ap22B19,E,KOALA,yes,Slave,475.6,45220,66340,182900,19930,31.48,1136,1062,1.24,4.9,9.92,9.44,0.56,0.13,0.48,0.09,0.86,0.19,0.52,0.59,0.08,0.02,3.500637932,8.055355513,8.43860908,9.452755602,7.236042181,0.785413191,4.371329367,4.303969969,-2.448827853,-1.074704028,-0.369386311,-0.418983252,-3.243757728,-4.704160061,-3.397908408,-5.071884841,-2.814762122,-4.324670439,-3.3178657,-3.191571975,-5.189667877,-6.575962238,-0.369626549,0.074854512,0.016876651,0.047066865,0.002382717,-0.000111558,0.012825884,0.015242445,0.058104454,-0.031308473,0.01306692,-0.030710061,0.035213407,0.00964066,0.040078437,-0.006267357,0.026606913,-0.003896723,0.001722136,-0.013169097,0.004530312,4.34E-16
    Ap22B20,E,KOALA,yes,Slave,192.1898791,25970,66440,184300,25640,26.99,230.8,1939,0.127260812,25.63,10.3,1.51,0.83,0.65,3.36,0.68,4.76,0.93,2.38,2.24,0.3,0.005395095,2.259343282,7.165556749,8.104914008,9.125179588,7.152768355,0.296325871,2.442410979,4.5707871,-5.060657214,0.244622985,-0.66699666,-2.587030905,-3.185470134,-3.429923472,-1.787199582,-3.384803037,-1.438892887,-3.071711249,-2.132040068,-2.19266469,-4.20311336,-8.221405659,0.224577219,-0.146524236,0.04479309,-0.19503619,0.159945236,0.109447649,0.11609271,0.029444652,0.09030446,0.062134195,-0.029818784,-0.047582351,-0.001432292,0.010985443,0.038768276,0.008831652,0.008313845,-0.004452025,-0.011114303,-0.003481492,0.00079488,2.26E-16
    Ap22B21,E,KOALA,yes,Slave,311.7596069,38130,71290,190500,36980,30.13,999.6,1050,0.39,5.71,7.19,0.46,1.51,0.31,0.86,0.16,1.07,0.21,0.63,0.67,0.11,0.01,3.128741022,7.935265274,8.561019966,9.543916095,7.904641126,0.792029975,4.29386382,4.343054065,-3.555099918,-0.871272355,-0.640800207,-3.390020168,-2.201381728,-3.78467436,-2.764314268,-4.446072842,-2.54583273,-4.174139127,-3.075526838,-3.013968945,-4.820766292,-7.218661565,-0.187377444,0.108298163,0.039663621,-0.186659614,0.052845249,-0.039335948,-0.027652935,-0.071189303,0.016162924,-0.0422856,-0.005953559,-0.016459902,0.046737176,0.026287389,0.005169674,-0.010338532,-0.017701447,-0.01038613,-0.015490083,-0.006623263,0.002126995,2.28E-16
    Ap22B22,E,KOALA,yes,Slave,630.2,43660,77020,192100,54500,37.57,1331,987.7,1.78,7.01,10.9,3.36,1.1,0.34,1.19,0.2,1.19,0.29,0.69,0.72,0.11,0.04,3.460352025,7.698502426,8.266135203,9.180086145,7.920270777,0.640520656,4.208000614,3.909693804,-2.40907184,-1.038347503,-0.596922415,-1.77374423,-2.890375024,-4.064494865,-2.811731897,-4.595123116,-2.811731897,-4.22355956,-3.356748885,-3.314189271,-5.192960117,-6.204561029,-0.306882085,0.009794943,-0.069456546,-0.106523961,0.026616727,-0.074931187,-0.004112771,0.046788596,0.064307633,-0.00803056,0.019855872,-0.013532609,0.03439038,0.005610857,-0.029303665,0.005353241,0.007170525,0.015119542,-0.003358767,-0.010127479,0.009140179,-8.33E-17
    Ap22B23,E,KOALA,yes,Slave,935.9,31990,71630,188300,53810,52.87,2524,1220,0.82,15.13,6.88,0.38,0.8,0.4,1.48,0.32,2.46,0.58,1.7,1.73,0.25,0.02,3.747449157,7.279119157,8.085209783,9.051732238,7.799155126,0.873776594,4.739540747,4.012546661,-3.292510415,-0.377379948,-1.165440824,-4.061643503,-3.317203028,-4.010350208,-2.702017389,-4.233493759,-2.193898126,-3.638786652,-2.563431225,-2.545938068,-4.480353837,-7.006082482,-0.069166407,-0.119560591,0.047231543,-0.055925178,0.005836054,-0.141417963,-0.018594466,0.04991967,0.039420876,-0.016513647,-0.017519609,0.015354034,0.064454003,-0.00722388,-0.015619293,-0.002951277,-0.002334938,0.006447115,0.00697021,0.00303926,-0.002478604,-2.19E-16
    Ap24F08,E,KOALA,yes,Slave,813.2,46870,68780,184800,33950,47.89,1715,2513,1.6,32.22,2.04,3.35,0.94,0.17,0.78,0.28,3.64,1.25,4.81,7.9,1.26,0.02,3.324578113,7.378734122,7.762269315,8.750630469,7.056245164,0.492507746,4.070769391,4.452833569,-2.906395339,0.096188409,-2.663449161,-2.167438623,-3.438274372,-5.148355811,-3.624860328,-4.649364645,-2.084415287,-3.153255417,-1.805701885,-1.309536209,-3.145287248,-7.288421974,0.035049663,-0.259866035,0.051050303,0.231428894,-0.019305065,-0.009574206,-0.015496661,-0.148251934,-0.00427613,0.020068862,-0.013166737,-0.015676781,0.011404789,0.043842715,0.021088124,-0.027933084,-0.006917166,0.002861503,-0.001171065,-0.000671096,-0.001325273,3.31E-16
    Ap24F09,E,KOALA,yes,Slave,285.3477945,30240,63840,180800,44930,50.24,1469,2743,0.27,39.23,8.79,0.59,0.85,0.73,3.41,0.82,6.39,1.52,4.51,4.72,0.74,0.006196814,2.313591666,6.976803729,7.72401813,8.765029625,7.3727439,0.57669442,3.952220075,4.576690389,-4.649450422,0.329324659,-1.16650239,-3.867749844,-3.502636031,-3.654827847,-2.11340481,-3.53856804,-1.485382833,-2.921406767,-1.833819948,-1.788308302,-3.641222194,-8.423837165,0.250253947,-0.274350004,0.092929236,-0.098681486,0.053880257,0.040175057,0.052663813,0.021015501,0.019227991,-0.020681766,-0.065075964,0.043619912,0.020857475,-0.002308639,0.020822525,-0.000483934,-0.005698534,0.004155239,-0.014770528,0.002611359,-0.007122014,2.05E-16
    Ap24F10,E,KOALA,yes,Slave,1595,56480,72260,188600,61750,26.92,1873,1607,1.07,12.74,25.33,2.26,1.49,0.67,1.86,0.39,2.69,0.45,1.14,1.21,0.14,0.00678615,4.157195186,7.724208043,7.970592175,8.92994982,7.813415425,0.075435675,4.317862873,4.164690536,-3.149775181,-0.672687179,0.014555634,-2.402069016,-2.81865771,-3.617911396,-2.596857342,-4.159042369,-2.227892636,-4.015941526,-3.086405567,-3.02681347,-5.183546686,-8.210305287,-0.150704098,-0.040986376,0.008031656,-0.174511127,-0.000407387,-0.110433086,0.140664013,0.05389615,-0.042005848,-0.027012963,-0.017046392,-0.002686482,-0.019497357,0.022713768,0.020310493,-0.007079356,-0.01715707,-0.017725746,0.020968399,-0.018201502,0.009164178,-1.06E-16
    Ap24F11,E,KOALA,yes,Slave,287.1600886,72220,62840,190900,27860,69.97,1842,1549,0.65,8.05,15.02,0.32,0.89,0.19,0.68,0.16,1.22,0.3,0.9,1.05,0.16,0.02,2.849795227,8.377227661,8.238102458,9.349260376,7.424702613,1.437821945,4.708362583,4.535120207,-3.24102755,-0.724572542,-0.100861988,-3.949678917,-2.92677845,-4.470975841,-3.195907115,-4.642826098,-2.611393775,-4.014217438,-2.91560515,-2.76145447,-4.642826098,-6.722267639,-0.20667524,0.053005254,0.097650689,6.23E-05,0.036440412,0.007089827,-0.088394096,-0.028306074,-0.014193465,-0.092378185,-0.023860336,0.006122911,-0.012571552,-0.012050886,-0.037439143,-0.00444559,-0.016456196,0.002771697,0.011114103,-0.007790604,-0.013697408,-1.96E-16
    Ap24B22,E,PANDA,yes,Slave,241.2977635,69210,73730,194000,44840,61.87,1546,1750,7.76,9.03,14.6,32.5,1.08,0.31,1.05,0.21,1.5,0.34,1.02,1.06,0.13,0.09,2.194046397,7.852915333,7.916179744,8.883628131,7.41887057,0.833050102,4.051440922,4.17538576,-1.243002973,-1.09143294,-0.610963778,0.189254782,-3.215024266,-4.463168289,-3.243195143,-4.852633055,-2.886520199,-4.370794968,-3.27218268,-3.233716399,-5.332206136,-5.699930916,-0.368985724,-0.053464263,-0.147720184,0.008721338,0.017261213,0.083768885,-0.031755429,0.052781703,0.045200754,-0.041168146,0.001358048,0.015702185,-0.010878892,-0.033382211,-0.006396374,0.009412195,-0.000773258,0.007710283,0.025648691,0.002609472,0.005501636,-4.37E-16
    Ap24C03,E,PANDA,yes,Slave,514.9,82230,69440,191300,30160,74.32,1960,1694,10.06,17.37,1.86,14.47,0.93,0.27,0.88,0.19,1.58,0.43,1.25,1.77,0.26,0.07,2.962336089,8.03563886,7.866581731,8.879961537,7.032635204,1.026743476,4.299063134,4.153211257,-0.973069454,-0.426892038,-2.661060131,-0.609559078,-3.354207311,-4.590969938,-3.40946999,-4.942367825,-2.824211771,-4.125606689,-3.058493067,-2.710657072,-4.628710266,-5.940896655,-0.281153286,-0.06967847,-0.104785632,0.120784576,0.001411613,0.020887918,-0.059748129,0.031558347,-0.028467795,0.009351238,0.001920897,0.029800002,0.014375546,0.024389924,-0.02683755,-0.00130355,-0.004898499,-0.003938356,0.00746934,-0.015661627,-0.003619256,-1.08E-16
    Ap24C04,E,PANDA,yes,Slave,768.8,64840,80000,192800,40770,55.18,1350,1777,18.45,21.54,1.24,15.24,1.33,0.37,1.31,0.28,2.81,0.77,2.67,3.64,0.63,0.07,3.115870451,7.550717569,7.760821507,8.640448254,7.086741389,0.481640162,3.678899465,3.953721421,-0.613896036,-0.459048735,-3.313849027,-0.805036857,-3.243781465,-4.52321268,-3.25893327,-4.801926083,-2.495775924,-3.790325171,-2.546881934,-2.236976725,-3.990995866,-6.188220444,-0.141521967,-0.173253474,-0.164939848,0.119365564,-0.012256424,-0.013392586,-0.027675869,-0.03305743,-0.003076217,0.052182604,0.048070737,0.00514985,0.015183903,0.033793028,-0.028411405,-0.005270876,0.009044276,-0.014470505,0.006416515,-1.09E-05,0.011111166,-6.94E-18
    Ap24C05,E,PANDA,yes,Slave,256.7355464,74040,77090,195700,34680,36.76,1854,1693,7.58,16.51,0.26,1.25,0.69,0.23,0.89,0.19,1.52,0.31,0.82,0.65,0.06,0.03,2.7479997,8.412313914,8.452681997,9.384291301,7.653871579,0.804363445,4.725053894,4.63421053,-0.774533653,0.003919406,-4.1471205,-2.576903301,-3.171110534,-4.269722822,-2.916580669,-4.460778059,-2.381336517,-3.971229834,-2.998497791,-3.230829768,-5.613457569,-6.30660475,-0.215856994,0.099984587,0.002421095,-0.029101723,-0.02227925,0.046648342,-0.145551567,0.114548882,-0.074655453,0.062223502,-0.088080217,-0.024275531,0.005524033,-0.004013665,0.070593924,0.000702532,0.016641033,0.001473516,0.009725075,0.007111511,0.006174713,1.77E-16
    Ap24C06,E,PANDA,yes,Slave,317.3079199,74020,76740,196300,37050,67.59,2480,2183,40.77,16.68,0.21,0.78,0.62,0.29,1.98,0.63,6.25,1.63,5.11,6.45,0.92,0.02,2.31965769,7.771875637,7.807963395,8.747184412,7.079808662,0.773245074,4.37579887,4.248240388,0.267731548,-0.626004572,-5.000862717,-3.688676328,-3.91825077,-4.678089325,-2.757118124,-3.902250428,-1.607633505,-2.951634954,-1.809015564,-1.576134838,-3.523596578,-7.352237974,0.168027732,-0.196120998,-0.051897817,0.138977704,-0.146056124,0.034453466,-0.121640454,0.056509238,-0.034367742,-0.018609361,0.034292984,-0.04194795,-0.004929067,-0.011775052,-0.00196156,0.022908532,0.009984798,-0.003278868,-0.002137338,-0.009922945,0.000949334,-8.72E-17
    Ap24C07,E,PANDA,yes,Slave,731.6,81040,74710,195700,44410,86.07,3058,1853,33.46,24.59,1.4,17.39,1.14,0.37,1.73,0.53,5.08,1.38,3.9,3.99,0.63,0.07,2.843595634,7.551059857,7.469730949,8.432699871,6.949581666,0.703522636,4.273878104,3.772922944,-0.241287587,-0.549298426,-3.415166046,-0.895742954,-3.62061002,-4.745890556,-3.203516874,-4.386516555,-2.126327021,-3.429554783,-2.390661729,-2.367847051,-4.213673742,-6.410898319,-0.096387656,-0.259269051,-0.172391303,0.136508252,-0.064368293,-0.024731598,-0.047289435,0.07494213,-0.021249794,-0.01846557,0.019557524,-0.035863008,-0.004717891,0.008109066,-0.02551939,-0.024168192,-0.004311846,-0.009982116,0.010494517,-0.004384939,-0.00142824,1.73E-16
    Ap24C08,E,PANDA,yes,Slave,286.4439598,75760,78080,195900,24290,48.15,1784,1922,27.05,29.39,0.18,0.31,1.07,0.49,1.89,0.47,3.89,1.03,3.2,3.25,0.52,0.03,2.38658355,7.964366364,7.994529857,8.91440024,6.826860658,0.603361774,4.215653949,4.290162225,0.026727641,0.109695116,-4.985757792,-4.442142346,-3.203300716,-3.984309252,-2.634382535,-4.025981949,-1.912550207,-3.241400562,-2.107808554,-2.092304368,-3.924885832,-6.777517262,0.097590398,-0.102387603,-0.06898465,0.01211734,-0.029557311,0.009295397,-0.16381709,0.039008134,-0.096570911,0.051904524,0.019050959,0.002989181,-0.00663769,0.007564693,0.006003158,0.002760306,0.00699265,-0.010435169,-0.016904199,0.003745787,-0.002805896,2.84E-16
    Ap24C09,E,PANDA,yes,Slave,839.7,42100,72830,181700,56810,62.47,2265,2562,48.24,34.35,1.48,7.5,2.55,0.86,4.19,1.03,7.76,1.85,5.36,5.97,0.87,0.13,2.762111391,6.676869726,7.224949943,8.13917896,6.976534352,0.163753147,3.754396744,3.877610188,-0.094744742,-0.434331275,-3.578891206,-1.956030273,-3.034839935,-4.121756184,-2.53823256,-3.941374492,-1.92195096,-3.355747655,-2.291969319,-2.184186367,-4.110195361,-6.011154123,0.028920914,-0.337579134,-0.284619819,-0.011442579,-0.014787415,-0.074060443,-0.031202958,0.020662594,0.013887411,0.027265981,-0.033498369,0.024842589,-0.03795392,-0.019973681,-0.009754835,0.021355306,0.000234146,0.000198917,0.001542692,0.001162101,0.006158965,-4.30E-16
    Ap24C10,E,PANDA,yes,Slave,524.7,48680,66550,187500,40730,61.73,1935,1992,16.13,14.32,5.77,70.8,1.78,0.58,1.72,0.34,2.5,0.6,1.83,2.09,0.39,0.2,2.610485348,7.140682225,7.453367502,8.489192802,6.962378878,0.470428714,3.915521283,3.944553116,-0.87166043,-0.990684161,-1.899669242,0.607517678,-3.075727958,-4.197068498,-3.110017031,-4.731150984,-2.73605059,-4.163166946,-3.048025355,-2.915177256,-4.593949862,-5.261779235,-0.275475019,-0.200012353,-0.269680108,0.023014436,0.015984992,-3.12E-05,-0.010585709,0.016123438,0.067225332,-0.008253037,-0.004297353,0.075777796,-0.013865804,-0.002010543,-0.020936898,0.000951136,-0.004722154,-0.011771316,-0.007611715,0.00058687,-0.005647024,1.18E-16
    Ap24C11,E,PANDA,yes,Slave,491.3,33460,66330,181400,52770,48.16,1737,2091,33.91,15.37,0.97,8.66,1.39,0.79,3.37,0.71,5.54,1.31,3.77,4.07,0.59,0.05,2.550722249,6.771773284,7.456064872,8.462127126,7.227365436,0.228196111,3.813582076,3.999065009,-0.122622734,-0.913915133,-3.676791898,-1.487617968,-3.317028943,-3.882055024,-2.431419946,-3.988822999,-1.93433819,-3.376305553,-2.319257689,-2.242689691,-4.173965432,-6.642064964,0.040883103,-0.260324755,-0.241506916,-0.033926009,-0.067303545,-0.021301308,-0.001337454,0.048112575,0.047529794,0.009694247,-0.00010551,0.036809252,0.002761466,-0.023601149,0.012761352,0.015641965,0.014910382,-0.000206159,-0.000282942,-0.002540886,-0.008504242,-2.78E-17
    Ap24C12,E,PANDA,yes,Slave,818.7,74000,74840,192600,23070,44.86,2033,2095,32.47,41.64,0.22,1.62,1.01,0.58,2.49,0.56,4.98,1.27,4.03,4.71,0.71,0.02,3.210709555,7.714812211,7.726099619,8.671362617,6.54928019,0.306538368,4.120259652,4.150300671,-0.016691575,0.232053082,-5.011135894,-3.014582012,-3.487057831,-4.041735337,-2.584725451,-4.076826657,-1.89157827,-3.257991261,-2.103241785,-1.947320253,-3.83949847,-7.409031167,0.104802429,-0.178678605,-0.092844942,0.060651229,-0.049438623,-0.037381572,-0.046150011,0.0648084,-0.109932237,0.067385188,0.020967657,0.011585123,-0.000176693,0.044789001,0.016103711,0.012251273,0.017044084,-0.015281945,-0.012383846,-0.002482567,-0.004121295,5.44E-16
    Ap24C13,E,PANDA,yes,Slave,673.2,76360,75230,191500,38880,76.85,2896,2479,27.54,33.83,0.94,9.67,1.03,0.42,1.41,0.42,3.8,1.01,3.85,5.31,0.83,0.05,2.84359544,7.574767256,7.559858344,8.494196065,6.899788236,0.673408448,4.302638731,4.14716351,-0.352807529,-0.14709904,-3.730322426,-1.399418713,-3.63888822,-4.53594759,-3.324857318,-4.53594759,-2.333445956,-3.658496691,-2.320373874,-1.998855187,-3.854776601,-6.664179296,-0.067939525,-0.229775395,-0.116467806,0.163166014,-0.055380919,0.00609045,-0.045954747,0.014724113,-0.059793835,0.019528792,0.012240517,0.044658875,0.010625774,0.012082932,-0.008303439,0.004089011,-0.019522806,-0.010913171,0.002070166,0.003592974,0.000714954,-2.01E-16
    Ap24C14,E,PANDA,yes,Slave,622.1,64970,70760,195300,39770,28.46,1492,1531,5.76,15.58,3.43,46.64,1.08,0.27,0.79,0.16,0.87,0.25,0.63,0.55,0.11,0.11,3.309631331,7.958211383,8.043579628,9.058822596,7.467398618,0.225030072,4.18440326,4.210206875,-1.372532046,-0.37748148,-1.890909259,0.718989021,-3.04650848,-4.432802841,-3.359191854,-4.956050984,-3.262731588,-4.509763882,-3.58550498,-3.721306521,-5.330744434,-5.330744434,-0.458620746,-0.00156081,-0.127824325,0.013333405,0.037248035,0.008429969,-0.020601827,0.054067581,0.005594141,0.072083657,-0.032326255,0.025696288,-0.012256836,0.027275631,0.011860914,-0.004288203,0.00649051,0.011850713,-0.047554429,0.008954938,-0.007309301,6.66E-16
    Ap24C15,E,PANDA,yes,Slave,241.7052681,74900,77610,195700,43130,48.44,1559,2181,19.35,20.09,1.76,4.8,0.96,0.33,1.01,0.25,2.5,0.74,2.57,2.8,0.37,0.05,2.127864597,7.864054683,7.899597078,8.824483667,7.312119603,0.520471432,3.991945383,4.32768428,-0.397162067,-0.359632307,-2.794540677,-1.791238568,-3.400676481,-4.468517111,-3.349904155,-4.746148847,-2.443563754,-3.660959579,-2.415948587,-2.330235069,-4.35410676,-6.35558676,-0.130808764,-0.128984317,-0.088066738,0.094461394,-0.027283464,0.084646343,-0.094916794,-0.009728082,-0.035191732,0.028552565,0.032637928,0.015684504,-0.006375472,-0.025985458,0.013637869,-0.015927793,0.01197069,0.003384436,0.022975279,0.011216073,-7.55E-05,-3.47E-18
    Ap24C16,E,PANDA,yes,Slave,697.5,71210,71700,194200,47310,37.54,2009,1590,7.57,25.25,2.58,30.9,1.65,0.36,1.07,0.23,1.58,0.28,0.78,0.77,0.1,0.19,3.235478203,7.861364226,7.868221715,8.864619524,7.452452658,0.31338272,4.293368054,4.059464984,-1.287831244,-0.083198155,-2.364234912,0.118731873,-2.811249023,-4.333675559,-3.244365663,-4.781700281,-2.854599464,-4.584989987,-3.56048567,-3.573389075,-5.614609404,-4.972755518,-0.429834386,-0.051825812,-0.17143072,-0.026214549,0.062999968,-0.029853706,-0.061238333,0.075324632,-0.018720215,0.072266364,-0.07260945,0.012584432,-0.023062699,0.027795848,0.014646828,0.00729541,-0.01723949,-0.026934733,-0.002831476,-0.002035279,0.003008462,3.47E-17
    Ap24C17,E,PANDA,yes,Slave,272.5420913,81530,67640,193500,37980,53.95,2299,1624,12.73,17.48,2.84,51.97,1.87,0.26,1.3,0.42,2.44,0.59,1.7,1.57,0.19,0.1,2.138100905,7.83903417,7.652262643,8.703340631,7.075122824,0.518365532,4.270537365,3.922955361,-0.925730748,-0.60863479,-2.425888108,0.480974469,-2.843753729,-4.816765808,-3.207327896,-4.337192728,-2.577694121,-3.997324902,-2.939063909,-3.018616541,-5.130423367,-5.772277253,-0.284705679,-0.153619901,-0.201621411,0.015102185,0.007840419,0.048698117,-0.079292014,0.049669023,-0.015299974,-0.041988149,-0.034869099,-0.070545255,-0.031432828,0.030235801,0.014172908,-0.002807974,-0.037676166,0.010033533,-0.0044556,0.000487957,-0.012629413,3.19E-16
    Ap24C18,E,PANDA,yes,Slave,1677,71800,72110,190200,47730,48.33,2951,2072,18.85,17.23,1.51,20.08,1.16,0.16,0.92,0.31,2.75,0.75,2.4,3.19,0.43,0.07,3.891208622,7.648086615,7.65239487,8.622278289,7.23976227,0.344499346,4.456346235,4.102716464,-0.597040226,-0.686901089,-3.121443489,-0.533828845,-3.385133135,-5.366134604,-3.616934749,-4.704736121,-2.521952228,-3.821235212,-2.658084403,-2.373532223,-4.37752321,-6.192813177,-0.227744227,-0.176166399,-0.114207661,0.204081612,-0.089130066,-0.073863681,-0.019477954,-0.018501912,-0.009696489,0.008861662,-0.028561031,-0.047966107,-0.036341675,0.028936869,0.009430583,0.011025166,-0.00599268,0.007908924,0.001148011,-0.002785221,0.003106701,-1.04E-17
    Ap24C19,E,PANDA,yes,Slave,649.8,70590,74860,191500,47460,38.59,777.1,1854,5.43,3.37,1.07,7.62,0.28,0.18,0.39,0.14,0.81,0.23,0.63,0.7,0.13,0.05,3.69469313,8.382672277,8.441403488,9.380671595,7.985671037,0.871021683,3.873597549,4.743129253,-1.090032359,-1.567058749,-2.714312845,-0.751195123,-4.054937169,-4.496769921,-3.723580033,-4.748084349,-2.992692524,-4.251647463,-3.244006953,-3.138646437,-4.822192322,-5.777703767,-0.3162754,0.141401343,-0.00135834,0.15367227,-0.100758043,0.064380196,-0.008088379,0.067317522,0.10689198,0.076450873,0.022434791,0.038149171,-0.042213281,-0.041306898,-0.014853073,-0.006442029,-0.029655549,0.011289129,-0.018507936,0.006868914,0.006735678,-2.43E-16
    Ap24C20,E,PANDA,yes,Slave,1203,42850,71150,185800,75060,64.18,3075,1939,15.57,8.01,0.86,3.35,1.28,0.38,1.15,0.26,2.4,0.63,1.94,2.54,0.37,0.07,3.712453695,7.285340903,7.792425582,8.752306084,7.845923052,0.781571615,4.650940159,4.189807634,-0.634774035,-1.29942926,-3.530942911,-2.171159675,-3.133259943,-4.347704047,-3.240358079,-4.727193669,-2.504651284,-3.842155481,-2.717432048,-2.44795594,-4.374372294,-6.039380058,-0.167914679,-0.10225569,-0.139916836,0.067539881,-0.109948769,-0.107006764,-0.048851602,-0.028658382,0.041818791,-0.006754574,-0.028805489,0.062135458,0.012749018,-0.011474164,-0.016481334,-0.011425002,-0.00110168,0.002083462,0.020143456,-0.00265332,0.002246517,-2.95E-16
